,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,8.76,10.08,1.56,3.96,1.56,9.48,26.66,79.24000000000001,54.7,50.14,49.919999999999995,64.93,30.42,24.75,22.05,10.76,19.76,23.990000000000002,35.64,17.5,17.54,38.39000000000001,17.92,3.24
1,3.1199999999999997,1.92,1.2000000000000002,2.88,0.72,6.4799999999999995,29.97,101.96,42.510000000000005,29.87,83.47000000000001,39.510000000000005,37.66,33.959999999999994,27.16,24.94,24.08,16.78,15.389999999999999,28.499999999999996,26.310000000000002,57.38,18.04,11.72
2,2.1599999999999997,2.76,2.2800000000000002,0.96,3.3600000000000003,16.439999999999998,41.71,72.33,50.42999999999999,50.160000000000004,28.52,55.92,33.1,40.7,25.49,25.909999999999997,25.54,21.23,26.32,18.400000000000002,14.19,16.96,17.2,7.64
3,3.7199999999999998,6.72,7.44,4.319999999999999,1.08,5.3999999999999995,6.07,45.709999999999994,28.270000000000003,66.29,74.87,77.86,47.98,42.69,34.47,28.91,32.24,44.80000000000001,26.490000000000002,22.41,19.6,17.65,23.099999999999998,4.8
4,13.440000000000001,16.68,3.5999999999999996,2.76,0.6,1.92,9.38,31.85,35.870000000000005,31.910000000000004,99.25000000000001,46.85,64.66,47.87,29.43,37.77,22.53,42.24,32.53,17.75,26.92,44.9,18.3,22.32
5,7.8,3.4800000000000004,0.84,0.36,1.6800000000000002,8.52,20.380000000000003,58.18000000000001,60.18,57.14,50.129999999999995,42.809999999999995,35.29,31.76,22.67,21.12,21.839999999999996,21.61,18.05,16.97,24.65,26.34,14.11,13.170000000000002
6,7.68,2.1599999999999997,1.2,9.36,1.3199999999999998,10.440000000000001,19.16,105.83000000000001,42.3,32.540000000000006,46.9,46.400000000000006,25.22,46.18000000000001,35.03,26.660000000000004,54.72,25.339999999999996,12.280000000000001,23.709999999999997,33.8,18.05,20.36,9.940000000000001
7,4.08,10.8,4.32,5.4,0.84,7.92,19.759999999999998,84.22999999999999,58.269999999999996,59.660000000000004,47.260000000000005,75.07,35.67,28.43,28.560000000000002,12.979999999999999,20.05,23.53,41.459999999999994,25.610000000000003,18.68,37.03,15.8,6.699999999999999
8,3.84,1.68,1.2000000000000002,0.84,0.72,8.04,24.93,103.07,49.04,40.00000000000001,70.07,46.06,42.88,41.87999999999999,22.46,14.3,22.209999999999997,17.67,14.450000000000001,23.72,31.28,44.34,17.369999999999997,6.699999999999999
9,1.44,2.16,2.76,2.4000000000000004,1.7999999999999998,12.0,42.21000000000001,77.03,52.760000000000005,39.64,21.71,62.14,35.56,51.86,27.99,21.98,25.35,32.06,15.79,12.41,16.060000000000002,17.119999999999997,15.930000000000001,10.06
10,1.3199999999999998,2.16,3.5999999999999996,1.92,0.48,4.2,18.19,46.68,37.29,71.24,93.48,63.540000000000006,52.959999999999994,68.94,35.75,21.85,26.99,52.5,27.34,25.18,21.439999999999998,16.369999999999997,20.619999999999997,9.0
11,8.04,10.68,5.760000000000001,2.16,0.84,3.72,12.62,38.69,33.84,52.33,95.05,47.39,56.42999999999999,47.47,38.129999999999995,37.199999999999996,23.279999999999998,43.699999999999996,29.309999999999995,19.67,24.080000000000002,45.54,22.18,16.08
12,5.640000000000001,3.6,0.72,0.72,1.2,9.48,21.93,55.81,49.78,42.64,50.28,33.760000000000005,27.54,32.82,28.140000000000004,16.36,22.009999999999998,19.58,20.709999999999997,20.700000000000003,28.9,20.02,20.869999999999997,6.229999999999999
13,9.0,3.3600000000000003,0.48,14.76,0.84,11.16,31.89,107.77000000000001,43.9,49.97,62.160000000000004,46.349999999999994,30.070000000000004,50.589999999999996,21.800000000000004,30.039999999999996,52.24999999999999,25.840000000000003,25.750000000000004,18.44,30.220000000000002,38.72,21.47,9.11
14,10.56,3.8399999999999994,4.32,11.88,0.36,8.52,23.130000000000003,71.53,68.03,56.089999999999996,56.040000000000006,81.14,37.76,32.96,24.56,14.44,22.37,25.47,30.919999999999998,25.24,22.330000000000002,46.78,22.309999999999995,6.95
15,3.48,3.2399999999999998,1.92,2.6400000000000006,1.08,5.279999999999999,30.09,120.25,49.07,32.7,63.239999999999995,38.32000000000001,33.92,44.01,23.86,26.919999999999995,18.65,16.84,18.32,17.22,22.549999999999997,40.8,18.6,7.789999999999999
16,4.5600000000000005,2.52,1.3199999999999998,1.2,6.12,9.84,44.06,69.29,36.97,44.53,19.21,39.63,31.14,46.79,23.89,18.0,16.209999999999997,28.95,19.349999999999998,11.040000000000001,12.930000000000001,19.990000000000002,16.68,8.04
17,3.0,5.999999999999999,2.16,3.0,0.72,1.92,15.07,37.339999999999996,29.519999999999996,74.84,89.54,74.02000000000001,40.29,71.27,38.809999999999995,24.75,25.689999999999998,56.599999999999994,24.579999999999995,27.240000000000002,19.17,20.71,20.4,4.68
18,16.560000000000002,21.599999999999998,6.960000000000001,3.48,0.72,3.72,5.66,31.15,47.06,35.05,96.97,61.13,50.71,44.28,31.96,46.69,30.970000000000002,43.48,26.549999999999997,22.32,23.86,31.990000000000002,20.04,11.04
19,5.76,3.48,1.44,1.56,3.12,8.280000000000001,14.52,47.77,55.21,48.06,58.21,32.73,46.89,31.68,24.609999999999996,16.74,19.27,19.360000000000003,18.21,20.450000000000003,30.860000000000003,18.36,19.809999999999995,14.39
20,10.44,3.8399999999999994,1.3199999999999998,3.7199999999999998,1.92,6.959999999999999,16.42,87.25999999999999,41.41,34.15,60.849999999999994,57.31,25.54,61.57,32.28,43.019999999999996,61.27,26.09,18.810000000000002,16.99,35.519999999999996,25.57,18.009999999999998,7.909999999999999
21,8.04,5.64,1.68,0.84,0.96,7.319999999999999,23.259999999999998,74.66,69.25,71.59,48.13,83.48,29.979999999999997,30.119999999999997,28.939999999999998,16.86,19.75,17.82,33.32000000000001,23.840000000000003,21.24,32.86,18.849999999999998,7.43
22,4.32,2.04,1.7999999999999998,7.44,1.3199999999999998,8.76,37.06,111.60999999999999,52.690000000000005,41.47,66.49000000000001,33.669999999999995,27.46,35.65,23.169999999999998,19.38,23.240000000000002,21.65,14.840000000000002,28.65,24.15,44.15,18.009999999999998,10.31
23,6.6000000000000005,2.4,2.4,3.0,1.6800000000000002,7.2,39.580000000000005,74.17,32.050000000000004,68.71,23.89,69.19,28.17,48.620000000000005,27.140000000000004,17.810000000000002,27.44,29.21,22.77,13.14,17.060000000000002,18.48,19.209999999999997,8.04
24,3.3600000000000003,6.36,2.16,4.8,1.08,2.28,17.59,42.50999999999999,36.35,82.06,81.85,70.33,39.1,52.11,40.870000000000005,30.28,23.169999999999998,67.17,21.230000000000004,23.279999999999998,16.419999999999998,16.28,30.130000000000003,6.359999999999999
25,6.48,16.44,4.32,5.4,0.48,3.12,9.14,47.36,44.66,28.810000000000002,86.54,63.66,61.05,52.46000000000001,33.18,28.45,29.53,44.44,26.2,23.28,22.91,26.479999999999997,24.009999999999998,8.76
26,13.08,4.2,0.72,0.72,0.48,4.92,31.44,50.17,51.739999999999995,47.11,63.97,34.07,36.7,34.81999999999999,28.59,15.059999999999999,18.440000000000005,16.96,20.02,25.37,23.310000000000002,25.330000000000002,18.49,10.91
27,5.28,3.6,2.2800000000000002,5.16,4.08,12.36,26.64,109.81,32.660000000000004,39.42999999999999,63.74,53.24,26.74,47.06999999999999,27.259999999999998,25.74,53.24,27.889999999999997,22.89,16.27,27.870000000000005,29.529999999999998,15.37,9.11
28,4.68,5.4,1.56,0.84,0.48,9.6,23.380000000000003,63.49,48.61,56.71,38.18,75.68,29.14,29.3,24.270000000000003,11.819999999999999,19.04,23.2,33.339999999999996,21.18,22.220000000000002,22.82,17.89,8.28
29,6.84,4.08,1.92,2.5199999999999996,0.84,7.199999999999999,45.35,99.85,42.13,48.550000000000004,60.019999999999996,43.39000000000001,40.06,40.580000000000005,26.060000000000002,30.660000000000004,17.35,15.170000000000002,18.21,25.75,27.740000000000002,48.49,17.65,8.15
30,4.08,2.88,3.7199999999999998,4.8,5.88,10.32,45.34,73.34,32.17,53.10999999999999,21.49,65.6,27.340000000000003,57.85,26.419999999999998,18.66,23.47,24.42,25.89,12.91,19.450000000000003,19.810000000000002,20.889999999999997,8.389999999999999
31,1.6800000000000002,6.359999999999999,2.64,1.8,2.4000000000000004,6.96,22.75,48.489999999999995,52.92,74.98,67.57000000000001,54.370000000000005,48.59,34.089999999999996,40.150000000000006,39.879999999999995,39.010000000000005,55.77,51.47,15.12,53.13999999999999,21.56,15.729999999999999,3.9599999999999995
