,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,12.5,5.25,5.47,4.869999999999999,5.41,4.779999999999999,6.21,10.109999999999998,6.3599999999999985,6.829999999999999,10.590000000000002,16.9,23.72,22.180000000000003,19.19,16.41,14.84,14.209999999999997,22.349999999999998,25.66,26.93,27.87,28.270000000000003,19.05
1,18.42,16.16,17.43,15.59,14.39,14.740000000000002,28.369999999999997,33.91,35.78,38.07000000000001,39.5,41.54,23.73,28.83,26.8,12.35,11.36,11.96,10.35,12.360000000000001,10.84,6.799999999999999,2.76,1.7399999999999998
2,1.24,0.41000000000000003,0.51,0.46,0.01,0.28,0.64,0.61,0.1,0.39,0.92,1.23,1.67,2.1100000000000003,3.85,3.670000000000001,2.35,1.9000000000000001,2.26,3.1300000000000003,2.02,1.98,1.5999999999999999,0.9199999999999999
3,0.33,0.14,0.36,0.44,0.27,0.41000000000000003,1.04,1.6,1.3599999999999999,2.04,4.15,5.35,10.78,18.35,32.269999999999996,34.059999999999995,16.25,16.79,16.18,17.939999999999998,17.02,18.2,22.55,13.55
4,8.719999999999999,8.01,14.130000000000003,11.139999999999999,6.73,11.25,12.79,13.77,10.120000000000001,8.68,18.610000000000003,25.64,37.550000000000004,54.0,55.6,62.19,60.75,49.68,40.26,45.97,22.020000000000003,12.82,8.62,4.13
5,2.3200000000000003,0.52,0.2,0.0,0.0,0.28,0.85,0.76,0.49,0.1,0.21,0.42,0.78,0.88,0.71,0.75,0.27,0.28,0.48,0.62,0.36,0.07,0.07,0.0
6,0.22,0.06,0.0,0.0,0.12,0.0,0.0,0.44,0.09,0.0,0.25,0.14,0.15,0.58,1.46,1.15,0.98,0.58,0.53,0.69,0.7,0.68,0.41,0.06
7,0.42000000000000004,0.02,0.0,0.0,0.0,0.3,0.6,0.63,0.31,0.67,1.74,4.6000000000000005,3.7900000000000005,6.45,8.01,5.87,3.81,3.35,7.079999999999999,4.5,5.22,6.84,4.800000000000001,4.34
8,2.05,1.59,1.66,1.05,1.26,1.4300000000000002,1.74,2.0,2.95,9.78,23.849999999999998,44.95,60.419999999999995,73.93,69.61999999999999,64.03,53.93000000000001,42.07,32.41,38.059999999999995,27.85,31.169999999999998,23.56,17.939999999999998
9,11.790000000000001,9.01,10.0,9.680000000000001,10.589999999999998,10.170000000000002,10.24,13.68,12.16,25.160000000000004,49.480000000000004,66.05,83.59999999999998,106.74,118.82999999999998,120.71999999999998,115.83,105.77,116.38,116.95,131.14,138.27,75.08,73.57000000000001
