2.421000000000000096e-01,0.000000000000000000e+00,8.189000000000000057e+01,8.759999999999999787e+00,1.250000000000000000e+01,2.151666666666666927e+01
2.353999999999999981e-01,0.000000000000000000e+00,5.863999999999999346e+01,1.008000000000000007e+01,5.250000000000000000e+00,2.152888888888888985e+01
2.283999999999999919e-01,0.000000000000000000e+00,6.296999999999999886e+01,1.560000000000000053e+00,5.469999999999999751e+00,2.158111111111110958e+01
2.269999999999998963e-01,0.000000000000000000e+00,6.185999999999999943e+01,3.959999999999999964e+00,4.869999999999999218e+00,2.143777777777778226e+01
2.270999999999999963e-01,0.000000000000000000e+00,5.998999999999998778e+01,1.560000000000000053e+00,5.410000000000000142e+00,2.142555555555555458e+01
2.283999999999999919e-01,0.000000000000000000e+00,6.656000000000000227e+01,9.480000000000000426e+00,4.779999999999999361e+00,2.130666666666666842e+01
2.457000000000000017e-01,0.000000000000000000e+00,7.109000000000000341e+01,2.666000000000000014e+01,6.209999999999999964e+00,2.129000000000000270e+01
2.727999999999999869e-01,1.120000000000000107e+00,8.704999999999999716e+01,7.924000000000000909e+01,1.010999999999999766e+01,2.139888888888889085e+01
2.841000000000000192e-01,1.750000000000000000e+00,8.685999999999999943e+01,5.470000000000000284e+01,6.359999999999999432e+00,2.151444444444444315e+01
2.914999999999999813e-01,1.060000000000000053e+00,8.845000000000001705e+01,5.014000000000000057e+01,6.829999999999999183e+00,2.172444444444444400e+01
2.720000000000000195e-01,1.750000000000000000e+00,1.039699999999999989e+02,4.992000000000000171e+01,1.059000000000000163e+01,2.184444444444444855e+01
2.750000000000000222e-01,4.940000000000000391e+00,1.074300000000000068e+02,6.493000000000000682e+01,1.689999999999999858e+01,2.201888888888888829e+01
2.625000000000000111e-01,5.190000000000000391e+00,1.061800000000000068e+02,3.042000000000000171e+01,2.371999999999999886e+01,2.218555555555555969e+01
2.545999999999999930e-01,2.060000000000000053e+00,1.073100000000000023e+02,2.475000000000000000e+01,2.218000000000000327e+01,2.223999999999999844e+01
2.542999999999999150e-01,1.060000000000000053e+00,1.040699999999999790e+02,2.205000000000000071e+01,1.919000000000000128e+01,2.218444444444444841e+01
2.616999999999999882e-01,1.000000000000000000e+00,1.045600000000000023e+02,1.075999999999999979e+01,1.641000000000000014e+01,2.210000000000000497e+01
2.978999999999999981e-01,8.100000000000000533e-01,1.068599999999999994e+02,1.976000000000000156e+01,1.483999999999999986e+01,2.207777777777777573e+01
3.475999999999999091e-01,0.000000000000000000e+00,9.979999999999999716e+01,2.398999999999999844e+01,1.420999999999999552e+01,2.205777777777777615e+01
3.414999999999999147e-01,0.000000000000000000e+00,9.862000000000000455e+01,3.564000000000000057e+01,2.235000000000000142e+01,2.208111111111110958e+01
3.361000000000000099e-01,0.000000000000000000e+00,1.014800000000000040e+02,1.750000000000000000e+01,2.566000000000000014e+01,2.204888888888889298e+01
3.196999999999999842e-01,0.000000000000000000e+00,9.973000000000000398e+01,1.753999999999999915e+01,2.692999999999999972e+01,2.202888888888888985e+01
2.868999999999999884e-01,0.000000000000000000e+00,9.956999999999999318e+01,3.839000000000000767e+01,2.787000000000000099e+01,2.205111111111111200e+01
2.837000000000000077e-01,0.000000000000000000e+00,9.445999999999999375e+01,1.792000000000000171e+01,2.827000000000000313e+01,2.202888888888888630e+01
2.802999999999999936e-01,0.000000000000000000e+00,7.665000000000000568e+01,3.240000000000000213e+00,1.905000000000000071e+01,2.189222222222222669e+01
2.379000000000000004e-01,0.000000000000000000e+00,8.137999999999999545e+01,3.120000000000000107e+00,1.842000000000000171e+01,2.175555555555554932e+01
2.250999999999999945e-01,0.000000000000000000e+00,7.553000000000000114e+01,1.919999999999999929e+00,1.616000000000000014e+01,2.190444444444445082e+01
